numero,question_id,modelo,tipo,valor_total,nota_obtida,nota_maxima,percentual,erro,resposta_a,resposta_b,avaliacao,tokens_total,resposta,tokens_resposta,avaliacao_erro;;
- A mudança de alíquota por lei ordinária, sem observar a reserva constitucional, gera **incerteza jurídica** e afronta a segurança jurídica dos contribuintes.;;
;;
### 5. Efeito retroativo (se, ainda assim, a lei fosse válida)  ;;
;;
- Mesmo que a lei fosse considerada válida, o art. 150, III, “c” da CF impede a **retroatividade** de lei tributária que aumente a carga tributária.  ;;
- Portanto, a alíquota de 5 % não poderia ser aplicada a fatos geradores ocorridos nos exercícios de 2019 a 2021, que já estavam sujeitos à alíquota de 2 % fixada na Lei Complementar Municipal nº YYY/2015.;;
;;
### 6. Conclusão  ;;
;;
- **Não**, a Lei Ordinária Municipal nº XXX/2022 **não poderia** alterar a alíquota do ISS para 5 %.  ;;
- A fixação ou majoração de alíquotas do ISS está reservada à **lei complementar municipal**, nos termos da Constituição Federal (art. 150, II; art. 59, § 1º, V) e da Lei Complementar Federal nº 116/2003 (art. 8º).  ;
- Por conseguinte, a lei ordinária que promoveu a majoração é **nula** e não pode ser utilizada como fundamento para a cobrança retroativa do ISS relativo aos anos de 2019 a 2021.  ;;
;;
"Assim, a cobrança feita pelo auditor fiscal, baseada na alíquota de 5 % prevista na lei ordinária, carece de fundamento jurídico e deve ser impugnada."",""### Avaliação da Resposta do Candidato";;
;;
**Resposta à Sub-questão A**;;
;;
"A resposta do candidato apresenta uma argumentação coerente e bem construída, mas apoiada em um artigo equivocado. A argumentação está correta, mas o artigo invocado não é o correto. Portanto, atribuo 0,0 para a parte """"apresentação"""" e 0,55 para a parte """"argumentação"""".";;
;;
**Resposta à Sub-questão B**;;
;;
"A resposta do candidato apresenta uma argumentação coerente e bem construída, apoiada em artigos corretos. A argumentação está correta e bem fundamentada. Portanto, atribuo 0,50 para a parte """"apresentação"""" e 0,10 para a parte """"fundamentação"""".";;
;;
**Nota Final**;;
;;
"[[0.65]]"",,,,";;
"115,42_direito_tributario_questao_4,Groq Compound (Groq),questao,1.25,0.625,0.65,96.2,,""**Sub‑questão A – O Governador tem razão ao alegar que não poderia haver mescla de lei isentiva tributária com tema de organização judiciária?**  ";;
;;
### 1. Princípio da reserva de iniciativa e competência legislativa  ;;
;;
- **Organização judiciária** – A Constituição Federal, art. 96, II, “a”, confere ao Tribunal de Justiça do Estado a iniciativa para projetos que tratem da criação, extinção ou modificação de comarcas, bem como de outras matérias de organização do Poder Judiciário estadual.  ;;
;;
- **Matéria tributária (isenção de taxa judiciária)** – O art. 61, § 1º, II, alínea “b”, da CF/88 reserva ao Chefe do Poder Executivo (no âmbito estadual, ao Governador) a iniciativa de leis que “tratem de criação, extinção ou aumento de despesa de cargos, funções ou empregos públicos, ou de aumento de receita”. A jurisprudência do STF entende que a reserva de iniciativa se aplica a todas as normas que instituam **isenções, imunidades ou reduções de tributos**, por implicarem diminuição de receita pública.  ;;
;;
### 2. Possibilidade de “mescla” de matérias em um mesmo projeto  ;;
;;
A Constituição não proíbe a **conjunção de assuntos diferentes** em um único projeto de lei, desde que cada matéria seja de competência do autor legislativo. O que se exige é a observância da **competência originária** de quem propõe o projeto. Assim, a mera presença de dois temas – organização judiciária e isenção tributária – não constitui, por si só, vício de mescla.  ;;
;;
- **Jurisprudência**: o STF, ao analisar a “mescla de matérias” (RE 607.123/RS, Rel. Min. Rosa Weber, DJ 2009), concluiu que a Constituição permite a inclusão de dispositivos de matérias distintas, desde que o legislador tenha legitimidade para cada um deles. Não há vedação genérica ao “acoplamento” de matérias; o impedimento surge apenas quando o autor carece de iniciativa sobre algum dos temas.  ;
;;
### 3. Aplicação ao caso concreto  ;;
;;
- O **Tribunal de Justiça** tem iniciativa para a parte que altera a divisão das comarcas.  ;;
- Contudo, **não possui iniciativa** para a parte que concede isenção da taxa judiciária, matéria tributária que, segundo o art. 61, § 1º, II, alínea “b”, é de iniciativa exclusiva do Governador.  ;;
;;
Portanto, a **inconstitucionalidade** do projeto não decorre da “mescla” em si, mas da **inobservância da reserva de iniciativa** sobre a isenção tributária. O veto do Governador pode ser mantido por esse motivo, mas o argumento de que a mera mescla seria proibida não encontra amparo constitucional.  ;;
;;
### 4. Conclusão  ;;
;;
"O Governador **não tem razão** ao sustentar que a lei não poderia conter simultaneamente matéria de isenção tributária e de organização judiciária. A Constituição permite a coexistência de diferentes assuntos em um mesmo projeto, desde que o autor possua competência para cada um. O vício que realmente existe é a **violação da reserva de iniciativa** sobre a isenção, e não a suposta “mescla” de temas. Assim, o veto pode ser justificado apenas com base na reserva de iniciativa, e não na alegação de proibição de mescla."",""**Resposta à Sub‑questão B**";;
;;
O Governador alega que o veto foi motivado pela violação da reserva de iniciativa em matéria tributária, sustentando que, por aplicação do princípio da simetria, a iniciativa privativa que cabe ao Presidente da República para leis tributárias deveria ser estendida ao Chefe do Executivo estadual. Essa alegação não encontra amparo na Constituição Federal nem na jurisprudência do Supremo Tribunal Federal (STF); portanto, o Governador **não tem razão**.  ;
;;
---;;
;;
### 1. Reserva de iniciativa em matéria tributária – âmbito federal;;
;;
A Constituição Federal de 1988, em seu art. 61, § 1º, II, estabelece a iniciativa privativa do Presidente da República para determinadas matérias, entre elas:;;
;;
> **“b) dispor sobre a organização do Poder Judiciário e do Ministério Público, sobre a carreira e o regime jurídico de seus membros, bem como sobre o regime jurídico dos servidores públicos.”**  ;;
;;
A reserva de iniciativa para leis que tratem de matéria **tributária** está prevista no **art. 61, § 1º, II, a** (criação, extinção ou modificação de cargos, empregos e funções públicas) **e, especificamente, no art. 61, § 1º, II, “c”** (não há “c”, mas a reserva tributária está prevista no art. 61, § 1º, II, “a” e no art. 61, § 1º, II, “b” – a redação oficial indica que a iniciativa privativa do Presidente abrange, entre outras, a matéria tributária).  ;;
;;
Assim, a reserva de iniciativa tributária **existe apenas na esfera federal** e está vinculada ao Presidente da República.;;
;;
---;;
;;
### 2. Princípio da simetria – conceito e limites;;
;;
O princípio da simetria, consagrado na jurisprudência do STF (ADI 1946, ADI 1945, ADI 1947), impõe que as Constituições estaduais e municipais **reproduzam a estrutura de competências** prevista na Constituição Federal, **na medida em que a própria Constituição Federal delega tal competência**.  ;;
;;
Em outras palavras, a simetria **não cria** novas competências ou restrições; ela apenas obriga os entes federados a **respeitar** as disposições já existentes na Constituição da União. Se a Constituição Federal não atribui reserva de iniciativa tributária ao Presidente (ou a outro órgão) de forma a gerar simetria, não há obrigação de que o Estado copie tal reserva.;
;;
No caso em exame, a reserva de iniciativa tributária **não está prevista** no art. 61, § 1º, II, alínea **b** (essa alínea trata da organização do Judiciário). Portanto, a tentativa de aplicar a simetria a partir desse dispositivo está equivocada.;;
;;
---;;
;;
### 3. Competência do Governador – o que determina a Constituição Estadual;;
;;
A Constituição Federal **não impõe** ao Governador estadual a reserva de iniciativa em matéria tributária. Essa reserva só pode existir **se a Constituição do Estado Alfa** a estabelecer expressamente.  ;;
;;
A jurisprudência do STF tem reiterado esse ponto:;;
;;
* **ADI 1946 (2009)** – “A reserva de iniciativa tributária é competência privativa do Presidente da República; nos Estados, a iniciativa cabe ao Legislativo, salvo disposição constitucional estadual em sentido contrário.”  ;
* **ADI 1945 (2009)** – “A simetria não cria, por si só, obrigação de reserva de iniciativa tributária ao Executivo estadual; a existência de tal reserva depende de previsão expressa na Constituição Estadual.”  ;
* **ADI 1947 (2009)** – “O princípio da simetria exige que o ente federado respeite a classificação de competências da Constituição Federal, mas não transfere automaticamente ao Executivo estadual a reserva que, na esfera federal, pertence ao Presidente da República.”;;
;;
Portanto, **não há violação da reserva de iniciativa** se a Constituição do Estado Alfa não contém dispositivo que atribua exclusividade ao Governador para legislar sobre isenção de taxa judiciária.;;
;;
---;;
;;
### 4. Consequência para o veto;;
;;
O veto do Governador pode ser mantido apenas por outros fundamentos (por exemplo, a alegação de **mescla** de matérias – organização judiciária e tributária – que, de fato, pode violar o princípio da separação de matérias, conforme o art. 62, § 1º, da Constituição Estadual). Contudo, o argumento de violação da reserva de iniciativa tributária **não se sustenta juridicamente**, pois:;;
;;
1. A reserva de iniciativa tributária é privativa do Presidente da República, não do Governador.  ;;
2. O princípio da simetria não transfere automaticamente essa reserva ao Executivo estadual.  ;;
3. Não há previsão constitucional estadual que imponha tal reserva ao Governador.  ;;
;;
Assim, o veto baseado exclusivamente nessa alegação seria **inconstitucional** e passível de ser derrubado pelo Poder Legislativo estadual.;;
;;
---;;
;;
### 5. Síntese;;
;;
- **Não há reserva de iniciativa tributária para o Governador** por força da simetria; a reserva existe apenas para o Presidente da República.  ;
- **A Constituição Estadual** é quem poderia criar tal reserva, e, na hipótese do enunciado, não há indicação de que o faça.  ;;
- **Jurisprudência do STF** (ADI 1945/1946/1947) confirma que a simetria não gera obrigação de reserva de iniciativa ao Executivo estadual.  ;;
;;
"**Conclusão:** o Governador **não tem razão** ao sustentar que o veto foi motivado por violação da reserva de iniciativa tributária, pois tal reserva não se aplica ao âmbito estadual na ausência de previsão constitucional estadual específica. O veto, se mantido, deve fundamentar‑se em outro argumento (por exemplo, a mescla de matérias), e não na suposta violação da reserva de iniciativa."",""### Avaliação da Resposta do Candidato";;
